date	time	n
08-09	743	1
08-09	745	2
08-09	748	10
08-09	749	1
08-09	750	1
08-09	751	4
08-09	752	3
08-09	753	1
08-09	754	10
08-09	755	5
08-09	756	20
08-09	757	31
08-09	758	55
08-09	760	2
08-09	761	2
08-09	764	2
08-09	766	2
08-09	767	2
08-09	770	43
08-09	772	3
08-09	773	1
08-09	775	2
08-09	776	1
08-09	777	20
08-09	779	4
08-09	780	47
08-09	790	2
08-09	791	2
08-09	800	1
08-09	802	2
08-09	803	1
08-09	805	3
08-09	806	1
08-09	808	1
08-09	810	1
08-09	811	1
08-09	814	3
08-09	815	6
08-09	817	3
08-09	820	1
08-09	821	2
08-09	823	2
08-09	824	2
08-09	826	3
08-09	827	1
08-09	828	3
08-09	830	47
08-09	831	1
08-09	832	168
08-09	834	1
08-09	837	1
08-09	838	1
08-09	839	1
08-09	840	47
08-09	843	4
08-09	844	7
08-09	846	2
08-09	849	3
08-09	850	1
08-09	851	1
08-09	852	60
08-09	853	26
08-09	854	32
08-09	855	2
08-09	858	12
08-09	860	4
08-09	861	3
08-09	862	12
08-09	863	10
08-09	864	10
08-09	865	31
08-09	867	31
08-09	870	1
08-09	871	2
08-09	874	3
08-09	875	1
08-09	876	10
08-09	880	1
08-09	886	5
08-09	890	1
08-09	896	1
08-09	899	1
08-09	900	48
08-09	901	32
08-09	906	10
08-09	910	1
08-09	914	2
08-09	920	1
08-09	922	10
08-09	923	1
08-09	926	10
08-09	929	12
08-09	930	30
08-09	931	25
08-09	935	10
08-09	936	26
08-09	937	7
08-09	940	1
08-09	948	1
08-09	950	1
08-09	952	1
08-09	959	5
08-09	960	48
08-09	969	1
08-09	970	1
08-09	972	23
08-09	973	11
08-09	974	2
08-09	976	31
08-09	977	33
08-09	980	1
08-09	981	7
08-09	982	1
08-09	984	1
08-09	985	2
08-09	986	1
08-09	987	2
08-09	990	13
08-09	993	17
08-09	994	22
08-09	995	8
08-09	996	29
08-09	997	1
08-09	1000	7
08-09	1001	2
08-09	1002	2
08-09	1003	1
08-09	1004	4
08-09	1005	2
08-09	1006	2
08-09	1007	4
08-09	1008	92
08-09	1010	2
08-09	1014	27
08-09	1015	13
08-09	1016	492
08-11	2	4
08-11	3	10
08-11	5	5
08-11	6	38
08-11	7	20
08-11	9	20
08-11	10	3
08-11	11	5
08-11	12	14
08-11	13	31
08-11	18	38
08-11	19	249
08-12	377	116
08-12	378	22
08-12	379	35
08-12	380	1
08-12	381	60
08-12	385	30
08-12	389	3
08-12	390	2
08-12	391	39
08-12	392	1
08-12	394	1
08-12	395	1
08-12	396	1
08-12	399	1
08-12	400	3
08-12	401	2
08-12	404	11
08-12	407	1
08-12	408	1
08-12	409	10
08-12	410	21
08-12	412	19
08-12	413	20
08-12	419	1
08-12	420	48
08-12	422	1
08-12	424	19
08-12	425	20
08-12	426	1
08-12	430	15
08-12	433	11
08-12	434	96
08-12	436	1
08-12	437	10
08-12	438	2
08-12	439	26
08-12	440	75
08-12	441	5
08-12	442	42
08-12	443	33
08-12	444	2
08-12	445	8
08-12	447	6
08-12	448	1
08-12	449	10
08-12	450	11
08-12	451	1
08-12	452	1
08-12	453	12
08-12	454	186
08-12	455	3
08-12	456	25
08-12	458	1
08-12	459	28
08-12	460	891
08-12	461	1
08-12	463	3
08-12	464	2136
08-12	465	398
08-12	466	24
08-12	470	1
08-12	474	2
08-12	475	2
08-12	479	1
08-12	480	48
08-12	487	16
08-12	490	1
08-12	492	20
08-12	494	10
08-12	495	14
08-12	496	17
08-12	498	2
08-12	499	18
08-12	500	12
08-12	501	20
08-12	502	2
08-12	503	15
08-12	504	36
08-12	505	51
08-12	506	25
08-12	510	13
08-12	515	10
08-12	520	20
08-12	521	49
08-12	522	25
08-12	525	22
08-12	530	21
08-12	536	1
08-12	537	69
08-12	539	1
08-12	540	50
08-12	541	7
08-12	549	22
08-12	550	11
08-12	552	23
08-12	554	8
08-12	555	20
08-12	556	1
08-12	559	1
08-12	560	147
08-12	562	23
08-12	563	51
08-12	564	70
08-12	565	2
08-12	566	3
08-12	567	12
08-12	569	32
08-12	570	25
08-12	572	12
08-12	573	13
08-12	574	27
08-12	579	120
08-12	580	1
08-12	590	1
08-12	594	15
08-12	595	24
08-12	598	2
08-12	599	1
08-12	600	52
08-12	601	1
08-12	602	3
08-12	603	5
08-12	604	20
08-12	605	34
08-12	609	1
08-12	610	8
08-12	620	1
08-12	630	1
08-12	638	22
08-12	639	22
08-12	640	1
08-12	650	1
08-12	659	1
08-12	660	16
08-12	663	20
08-12	665	6
08-12	669	118
08-12	670	16
08-12	671	24
08-12	672	110
08-12	674	79
08-12	675	3
08-12	677	1
08-12	680	7
08-12	683	13
08-12	684	3
08-12	685	2
08-12	688	1
08-12	690	1
08-12	699	23
08-12	700	1
08-12	709	1
08-12	710	6
08-12	719	1
08-12	720	47
08-12	725	5
08-12	730	1
08-12	734	11
08-12	735	32
08-12	736	4
08-12	740	1
08-12	743	10
08-12	749	1
08-12	750	1
08-12	757	1
08-12	758	23
08-12	759	14
08-12	760	12
08-12	762	24
08-12	763	25
08-12	764	15
08-12	766	10
08-12	770	1
08-12	775	2
08-12	776	73
08-12	777	30
08-12	778	6
08-12	779	2
08-12	780	48
08-12	784	1
08-12	785	6
08-12	786	1
08-12	788	1
08-12	790	2
08-12	791	1
08-12	793	1
08-12	795	1
08-12	796	1
08-12	798	1
08-12	799	1
08-12	800	1
08-12	801	1
08-12	803	1
08-12	805	1
08-12	806	1
08-12	808	1
08-12	809	1
08-12	810	1
08-12	811	1
08-12	812	1
08-12	814	1
08-12	816	1
08-12	818	1
08-12	819	1
08-12	820	1
08-12	821	1
08-12	823	1
08-12	824	1
08-12	825	1
08-12	827	1
08-12	828	1
08-12	830	2
08-12	831	1
08-12	833	1
08-12	835	1
08-12	836	1
08-12	838	1
08-12	839	2
08-12	840	48
08-12	841	1
08-12	842	1
08-12	844	1
08-12	845	1
08-12	847	1
08-12	848	1
08-12	850	2
08-12	852	1
08-12	853	1
08-12	854	1
08-12	856	1
08-12	858	1
08-12	859	1
08-12	860	1
08-12	861	1
08-12	862	1
08-12	864	1
08-12	866	1
08-12	867	1
08-12	869	1
08-12	870	1
08-12	871	1
08-12	872	1
08-12	874	1
08-12	879	1
08-12	880	1
08-12	881	8
08-12	882	1
08-12	883	3
08-12	884	6
08-12	887	1
08-12	888	1
08-12	889	1
08-12	890	1
08-12	899	1
08-12	900	48
08-12	903	4
08-12	905	3
08-12	907	29
08-12	908	1
08-12	910	1
08-12	911	37
08-12	912	16
08-12	913	1
08-12	914	1
08-12	915	2
08-12	916	1
08-12	918	1
08-12	919	2
08-12	920	2
08-12	921	156
08-12	922	2
08-12	923	2
08-12	926	2
08-12	927	11
08-12	929	2
08-12	930	11
08-12	932	43
08-12	934	15
08-12	938	7
08-12	940	1
08-12	950	1
08-12	959	1
08-12	960	48
08-12	962	3
08-12	963	7
08-12	966	1
08-12	967	1
08-12	968	2
08-12	970	1
08-12	980	1
08-12	982	2
08-12	990	1
08-12	993	2
08-12	1000	1
08-12	1002	2
08-12	1003	1
08-12	1004	1
08-12	1007	2
08-12	1008	1
08-12	1010	1
08-12	1011	3
08-12	1012	1
08-12	1013	1
08-12	1016	1
08-12	1019	6
08-12	1020	86
08-12	1021	424
08-12	1428	44
08-12	1430	1
08-12	1431	3
08-12	1433	1
08-12	1439	6
08-12	1440	92
08-13	3	2
08-13	10	1
08-13	16	43
08-13	17	10
08-13	18	1
08-13	20	1
08-13	22	31
08-13	23	27
08-13	24	4
08-13	25	260
08-13	384	95
08-13	387	20
08-13	388	1
08-13	389	1
08-13	390	1
08-13	391	20
08-13	392	10
08-13	394	6
08-13	399	1
08-13	400	1
08-13	407	1
08-13	410	1
08-13	412	1
08-13	413	1
08-13	414	3
08-13	417	2
08-13	418	1
08-13	419	1
08-13	420	47
08-13	424	2
08-13	427	18
08-13	428	2
08-13	430	22
08-13	431	11
08-13	432	18
08-13	437	37
08-13	440	1
08-13	441	1
08-13	442	18
08-13	446	10
08-13	447	20
08-13	448	20
08-13	450	1
08-13	451	2
08-13	452	135
08-13	454	50
08-13	457	13
08-13	460	11
08-13	461	13
08-13	462	31
08-13	463	11
08-13	465	1
08-13	466	6
08-13	467	8
08-13	468	10
08-13	469	2
08-13	470	2
08-13	471	23
08-13	472	133
08-13	474	2
08-13	475	5
08-13	476	1
08-13	477	11
08-13	479	3
08-13	480	48
08-13	482	1
08-13	485	2
08-13	486	2
08-13	487	48
08-13	490	2
08-13	491	25
08-13	492	28
08-13	493	1
08-13	495	10
08-13	500	1
08-13	505	21
08-13	506	59
08-13	510	1
08-13	511	27
08-13	512	67
08-13	513	1
08-13	520	2
08-13	521	2
08-13	524	21
08-13	525	233
08-13	526	1
08-13	527	2
08-13	528	36
08-13	529	4
08-13	530	1
08-13	531	7
08-13	532	26
08-13	533	6
08-13	538	5
08-13	539	1
08-13	540	48
08-13	548	4
08-13	549	1
08-13	550	5
08-13	551	1
08-13	552	1
08-13	553	11
08-13	554	3716
08-13	555	21
08-13	556	54
08-13	557	77
08-13	559	20
08-13	560	1
08-13	562	32
08-13	570	1
08-13	575	20
08-13	580	1
08-13	581	2
08-13	585	30
08-13	586	2
08-13	587	67
08-13	588	13
08-13	589	49
08-13	590	12
08-13	591	24
08-13	599	1
08-13	600	49
08-13	610	1
08-13	620	1
08-13	622	2
08-13	623	2
08-13	624	9
08-13	627	42
08-13	630	1
08-13	631	4
08-13	632	29
08-13	634	2
08-13	636	3
08-13	637	10
08-13	638	8
08-13	640	1
08-13	642	31
08-13	647	30
08-13	648	53
08-13	650	1
08-13	659	21
08-13	660	16
08-13	664	7
08-13	670	16
08-13	674	3
08-13	675	3
08-13	680	1
08-13	690	1
08-13	700	1
08-13	705	10
08-13	710	11
08-13	714	4
08-13	715	12
08-13	718	5
08-13	719	1
08-13	720	58
08-13	725	8
08-13	727	49
08-13	728	33
08-13	730	12
08-13	735	20
08-13	740	13
08-13	745	20
08-13	746	13
08-13	747	15
08-13	748	61
08-13	750	17
08-13	752	1
08-13	755	18
08-13	757	22
08-13	758	11
08-13	759	10
08-13	760	31
08-13	764	1
08-13	765	10
08-13	767	1
08-13	769	1
08-13	770	27
08-13	772	25
08-13	773	1
08-13	774	4
08-13	775	10
08-13	777	6
08-13	778	2
08-13	779	15
08-13	780	116
08-13	781	9
08-13	785	11
08-13	786	7
08-13	790	21
08-13	791	39
08-13	793	10
08-13	795	30
08-13	800	11
08-13	805	10
08-13	810	13
08-13	815	154
08-13	816	59
08-13	818	1
08-13	819	2
08-13	820	17
08-13	821	1
08-13	824	2
08-13	825	11
08-13	829	6
08-13	830	11
08-13	834	1
08-13	835	17
08-13	836	6
08-13	839	3
08-13	840	69
08-13	842	9
08-13	843	5
08-13	844	8
08-13	845	18
08-13	846	3
08-13	847	6
08-13	848	11
08-13	849	3
08-13	850	13
08-13	851	8
08-13	852	5
08-13	853	1
08-13	855	12
08-13	857	5
08-13	859	6
08-13	860	24
08-13	861	10
08-13	862	6
08-13	863	7
08-13	864	6
08-13	865	12
08-13	866	7
08-13	867	4
08-13	868	1
08-13	869	3
08-13	870	11
08-13	871	8
08-13	872	9
08-13	874	5
08-13	875	19
08-13	876	3
08-13	877	2
08-13	878	4
08-13	879	7
08-13	880	31
08-13	881	1
08-13	882	11
08-13	884	1
08-13	885	16
08-13	886	10
08-13	888	1
08-13	889	2
08-13	890	29
08-13	893	2
08-13	894	1
08-13	898	2
08-13	899	1
08-13	900	52
08-13	901	1
08-13	903	1
08-13	907	5
08-13	908	1
08-13	910	2
08-13	916	2
08-13	917	1
08-13	920	5
08-13	922	1
08-13	925	3
08-13	928	2
08-13	929	11
08-13	930	2
08-13	931	1
08-13	935	1
08-13	936	1
08-13	939	1
08-13	940	107
08-13	941	1
08-13	942	22
08-13	943	8
08-13	944	3
08-13	945	59
08-13	946	2
08-13	947	55
08-13	948	20
08-13	950	21
08-13	956	1
08-13	957	1
08-13	959	2
08-13	960	48
08-13	961	1
08-13	966	1
08-13	970	1
08-13	971	1
08-13	972	4
08-13	973	1
08-13	974	1
08-13	978	1
08-13	979	4
08-13	980	11
08-13	982	32
08-13	983	17
08-13	988	1
08-13	990	42
08-13	993	3
08-13	994	1
08-13	996	1
08-13	997	1
08-13	998	3
08-13	1000	1
08-13	1004	1
08-13	1006	1
08-13	1007	1
08-13	1010	1
08-13	1013	2
08-13	1014	1
08-13	1019	4
08-13	1020	48
08-13	1027	2
08-13	1028	1
08-13	1030	2
08-13	1031	222
08-13	1032	273
08-14	72	9
08-14	73	2
08-14	74	1
08-14	75	12
08-14	80	1
08-14	82	4
08-14	90	1
08-14	100	6
08-14	101	3
08-14	102	2
08-14	103	2
08-14	107	3
08-14	108	1
08-14	109	4
08-14	110	1
08-14	112	1
08-14	115	2
08-14	117	1
08-14	118	7
08-14	119	3
08-14	120	48
08-14	123	4
08-14	124	2
08-14	125	4
08-14	126	2
08-14	127	1
08-14	130	1
08-14	139	2
08-14	140	1
08-14	141	1
08-14	142	21
08-14	145	2
08-14	148	1
08-14	150	2
08-14	151	1
08-14	152	16
08-14	153	7
08-14	154	194
08-14	366	91
08-14	367	23
08-14	368	42
08-14	370	21
08-14	373	20
08-14	374	2
08-14	375	1
08-14	376	3
08-14	380	22
08-14	381	11
08-14	383	26
08-14	384	10
08-14	385	20
08-14	386	20
08-14	387	8
08-14	389	10
08-14	390	1
08-14	394	1
08-14	395	1
08-14	396	2
08-14	398	10
08-14	400	1
08-14	402	1
08-14	404	1
08-14	406	1
08-14	410	1
08-14	413	10
08-14	419	1
08-14	420	48
08-14	422	20
08-14	423	1
08-14	425	1
08-14	426	1
08-14	430	1
08-14	440	1
08-14	450	1
08-14	453	1
08-14	460	1
08-14	470	2
08-14	471	1
08-14	474	1
08-14	479	1
08-14	480	48
08-14	490	1
08-14	492	51
08-14	497	2
08-14	500	20
08-14	501	54
08-14	502	1
08-14	503	1
08-14	507	1
08-14	508	1
08-14	510	1
08-14	518	1
08-14	519	1
08-14	520	3
08-14	524	2
08-14	525	9
08-14	529	1
08-14	530	6
08-14	533	10
08-14	534	20
08-14	539	1
08-14	540	111
08-14	541	56
08-14	542	859
08-14	543	2
08-14	544	3
08-14	545	266
08-14	546	2292
08-14	547	37
08-14	550	1
08-14	555	5
08-14	556	65
08-14	557	3323
08-14	560	1
08-14	561	14
08-14	562	807
08-14	563	2443
08-14	564	56
08-14	565	24
08-14	568	10
08-14	569	10
08-14	570	1
08-14	572	20
08-14	573	10
08-14	575	66
08-14	578	20
08-14	580	1
08-14	584	1
08-14	586	12
08-14	590	1
08-14	599	1
08-14	600	48
08-14	610	2
08-14	620	1
08-14	630	1
08-14	640	1
08-14	646	1
08-14	648	1
08-14	649	26
08-14	650	1
08-14	659	1
08-14	660	16
08-14	670	16
08-14	674	3
08-14	675	3
08-14	680	1
08-14	690	1
08-14	700	1
08-14	710	1
08-14	719	1
08-14	720	48
08-14	726	1
08-14	729	1
08-14	730	1
08-14	731	7
08-14	738	4
08-14	740	1
08-14	743	1
08-14	750	1
08-14	752	1
08-14	760	1
08-14	765	27
08-14	768	2
08-14	770	1
08-14	773	10
08-14	774	1
08-14	775	1
08-14	777	1
08-14	779	11
08-14	780	49
08-14	781	10
08-14	783	1
08-14	784	1
08-14	785	20
08-14	786	9
08-14	789	17
08-14	790	1
08-14	794	31
08-14	795	12
08-14	796	2
08-14	800	1
08-14	801	2
08-14	802	22
08-14	803	2
08-14	804	3
08-14	805	1
08-14	810	3
08-14	811	1
08-14	817	3
08-14	820	9
08-14	821	1
08-14	822	8
08-14	823	3
08-14	825	10
08-14	827	11
08-14	830	1
08-14	831	1
08-14	832	17
08-14	833	2
08-14	839	1
08-14	840	47
08-14	842	25
08-14	843	37
08-14	844	3
08-14	845	6
08-14	846	3
08-14	847	567
08-14	849	54
08-14	850	24
08-14	854	4
08-14	859	6
08-14	860	1
08-14	870	3
08-14	871	2
08-14	880	2
08-14	882	1
08-14	884	1
08-14	885	1
08-14	890	1
08-14	891	1
08-14	892	1
08-14	893	1
08-14	897	1
08-14	899	1
08-14	900	47
08-14	907	2
08-14	909	2
08-14	910	1
08-14	915	1
08-14	920	3
08-14	921	6
08-14	922	1
08-14	924	2
08-14	925	1
08-14	926	2
08-14	927	22
08-14	930	2
08-14	934	1
08-14	936	20
08-14	937	1
08-14	939	20
08-14	940	3
08-14	941	1
08-14	942	2
08-14	943	2
08-14	944	48
08-14	946	13
08-14	947	388
08-14	948	44
08-14	949	72
08-14	950	4
08-14	951	1
08-14	952	12
08-14	953	60
08-14	955	1
08-14	958	1
08-14	959	1
08-14	960	48
08-14	966	20
08-14	968	2
08-14	969	10
08-14	970	41
08-14	977	1
08-14	978	6
08-14	980	1
08-14	982	1
08-14	990	1
08-14	994	1
08-14	995	1
08-14	996	38
08-14	1000	1
08-14	1004	1
08-14	1009	1
08-14	1010	1
08-14	1013	1
08-14	1014	7
08-14	1016	1
08-14	1017	2
08-14	1018	10
08-14	1019	21
08-14	1020	48
08-14	1021	1
08-14	1026	12
08-14	1027	24
08-14	1028	2
08-14	1030	1
08-14	1031	3
08-14	1032	4
08-14	1033	22
08-14	1034	3
08-14	1035	2
08-14	1036	521
08-14	1102	65
08-14	1103	10
08-14	1108	3
08-14	1110	1
08-14	1112	1
08-14	1120	1
08-14	1124	1
08-14	1130	1
08-14	1136	1
08-14	1139	4
08-14	1140	48
08-14	1146	1
08-14	1150	1
08-14	1151	2
08-14	1153	1
08-14	1154	1
08-14	1155	1
08-14	1156	1
08-14	1157	4
08-14	1159	8
08-14	1160	1
08-14	1161	3
08-14	1163	3
08-14	1164	1
08-14	1166	9
08-14	1167	1
08-14	1168	40
08-14	1169	1
08-14	1170	25
08-14	1171	24
08-14	1172	1
08-14	1173	23
08-14	1174	24
08-14	1175	1
08-14	1176	24
08-14	1177	23
08-14	1179	24
08-14	1180	25
08-14	1181	2
08-14	1182	23
08-14	1183	23
08-14	1184	24
08-14	1185	1
08-14	1186	23
08-14	1187	24
08-14	1188	2
08-14	1189	23
08-14	1190	24
08-14	1191	2
08-14	1192	23
08-14	1193	23
08-14	1194	25
08-14	1195	28
08-14	1196	23
08-14	1197	256
08-14	1410	75
08-14	1414	5
08-14	1415	28
08-14	1417	11
08-14	1419	1
08-14	1420	52
08-14	1421	11
08-14	1422	43
08-14	1423	28
08-14	1430	1
08-14	1433	1
08-14	1439	1
08-14	1440	48
08-15	8	19
08-15	10	1
08-15	13	4
08-15	15	1
08-15	16	1
08-15	18	2
08-15	19	3
08-15	20	1
08-15	30	1
08-15	31	1
08-15	33	1
08-15	35	1
08-15	40	1
08-15	50	1
08-15	51	2
08-15	54	1
08-15	59	1
08-15	60	48
08-15	70	1
08-15	80	1
08-15	83	4
08-15	84	2
08-15	86	3
08-15	87	1
08-15	90	1
08-15	97	1
08-15	100	1
08-15	105	1
08-15	106	3
08-15	107	2
08-15	110	171
08-15	111	1
08-15	112	27
08-15	117	3
08-15	119	1
08-15	120	48
08-15	122	2
08-15	124	4
08-15	125	2
08-15	130	1
08-15	140	1
08-15	144	2
08-15	145	2
08-15	150	1
08-15	151	2
08-15	153	2
08-15	160	1
08-15	162	2
08-15	163	2
08-15	164	2
08-15	165	2
08-15	170	3
08-15	179	1
08-15	180	48
08-15	186	2
08-15	188	7
08-15	189	1
08-15	190	1
08-15	191	12
08-15	192	2
08-15	196	2
08-15	198	1
08-15	200	3
08-15	201	33
08-15	202	3
08-15	203	2
08-15	204	4
08-15	205	7
08-15	206	189
08-15	389	58
08-15	390	64
08-15	391	25
08-15	392	164
08-15	394	1
08-15	395	1
08-15	396	60
08-15	397	32
08-15	398	6
08-15	400	3
08-15	403	1
08-15	406	1
08-15	410	1
08-15	419	1
08-15	420	48
08-15	423	5
08-15	430	1
08-15	432	1
08-15	440	1
08-15	443	2
08-15	444	3
08-15	446	1
08-15	450	2
08-15	451	1
08-15	452	7
08-15	454	1
08-15	456	3
08-15	460	1
08-15	464	1
08-15	467	4
08-15	470	1
08-15	474	1
08-15	479	2
08-15	480	48
08-15	488	10
08-15	489	2
08-15	490	1
08-15	491	2
08-15	494	2
08-15	497	5
08-15	500	1
08-15	504	1
08-15	505	12
08-15	506	20
08-15	508	22
08-15	509	10
08-15	510	3
08-15	511	2
08-15	514	40
08-15	515	61
08-15	516	20
08-15	517	41
08-15	518	20
08-15	519	59
08-15	520	40
08-15	521	61
08-15	523	59
08-15	524	79
08-15	525	61
08-15	526	20
08-15	527	21
08-15	530	1
08-15	532	40
08-15	539	1
08-15	540	49
08-15	542	1
08-15	545	40
08-15	550	1
08-15	560	1
08-15	568	53
08-15	569	10
08-15	570	20
08-15	571	17
08-15	572	18
08-15	573	9
08-15	574	22
08-15	576	5
08-15	579	22
08-15	580	4
08-15	581	174
08-15	582	22
08-15	583	17
08-15	584	24
08-15	588	40
08-15	590	1
08-15	594	20
08-15	598	1
08-15	599	33
08-15	600	16
08-15	602	10
08-15	605	3
08-15	606	1
08-15	608	5
08-15	609	71
08-15	610	10
08-15	620	1
08-15	625	20
08-15	630	1
08-15	640	1
08-15	650	1
08-15	659	1
08-15	660	16
08-15	662	13
08-15	664	1
08-15	670	16
08-15	674	3
08-15	675	5
08-15	680	1
08-15	690	1
08-15	699	1
08-15	700	1
08-15	705	1
08-15	710	3
08-15	718	3
08-15	719	41
08-15	720	477
08-15	762	10
08-15	763	1
08-15	766	20
08-15	770	1
08-15	776	1
08-15	779	1
08-15	780	48
08-15	781	2
08-15	782	2
08-15	786	36
08-15	788	10
08-15	789	2
08-15	790	2
08-15	794	3
08-15	796	20
08-15	797	20
08-15	798	3
08-15	799	1
08-15	800	1
08-15	802	1
08-15	803	33
08-15	804	30
08-15	810	5
08-15	811	1
08-15	812	2
08-15	814	2
08-15	816	20
08-15	817	4
08-15	820	11
08-15	822	10
08-15	823	21
08-15	824	35
08-15	825	20
08-15	829	20
08-15	830	1
08-15	831	30
08-15	832	10
08-15	833	2
08-15	835	1
08-15	836	20
08-15	837	20
08-15	839	3
08-15	840	49
08-15	841	4
08-15	842	2
08-15	843	2
08-15	845	2
08-15	846	2
08-15	847	1
08-15	850	1
08-15	853	4
08-15	859	13
08-15	860	5
08-15	861	43
08-15	866	2
08-15	869	3
08-15	870	204
08-15	871	1
08-15	872	1
08-15	875	3
08-15	876	56
08-15	877	145
08-15	879	52
08-15	880	9
08-15	882	1
08-15	886	15
08-15	888	1
08-15	890	1
08-15	892	1
08-15	895	1
08-15	897	1
08-15	898	18
08-15	899	52
08-15	900	59
08-15	901	28
08-15	902	24
08-15	907	1
08-15	910	1
08-15	917	39
08-15	920	1
08-15	924	2
08-15	926	20
08-15	927	22
08-15	928	7
08-15	930	2
08-15	932	1
08-15	933	1
08-15	940	2
08-15	950	2
08-15	951	6
08-15	959	1
08-15	960	47
08-15	965	1
08-15	970	21
08-15	972	10
08-15	976	1
08-15	980	1
08-15	983	1
08-15	984	1
08-15	990	1
08-15	991	50
08-15	992	10
08-15	993	2
08-15	994	1
08-15	1000	1
08-15	1001	1
08-15	1004	11
08-15	1005	19
08-15	1007	2
08-15	1008	31
08-15	1009	2
08-15	1010	35
08-15	1011	10
08-15	1013	10
08-15	1014	23
08-15	1015	11
08-15	1016	3
08-15	1017	1
08-15	1019	66
08-15	1020	48
08-15	1023	29
08-15	1024	399
08-16	391	36
08-16	392	2
08-16	393	34
08-16	394	10
08-16	395	8
08-16	396	2
08-16	397	70
08-16	398	1
08-16	399	2
08-16	400	63
08-16	401	14
08-16	402	48
08-16	403	69
08-16	404	10
08-16	405	1
08-16	406	1
08-16	408	1
08-16	409	20
08-16	410	4
08-16	411	1
08-16	412	1
08-16	416	19
08-16	417	20
08-16	418	8
08-16	419	1
08-16	420	48
08-16	424	1
08-16	428	2
08-16	430	2
08-16	436	2
08-16	438	1
08-16	440	1
08-16	441	1
08-16	444	40
08-16	448	1
08-16	449	1
08-16	450	2
08-16	457	10
08-16	458	2
08-16	460	1
08-16	462	2
08-16	463	3
08-16	464	3
08-16	465	2
08-16	466	1
08-16	467	2
08-16	468	2
08-16	469	2
08-16	470	3
08-16	471	2
08-16	472	2
08-16	473	5
08-16	474	2
08-16	475	51
08-16	476	2
08-16	477	43
08-16	478	2
08-16	479	4
08-16	480	101
08-16	481	1
08-16	482	2
08-16	483	1
08-16	484	1
08-16	485	1
08-16	488	11
08-16	489	1
08-16	490	25
08-16	491	30
08-16	493	51
08-16	500	1
08-16	510	1
08-16	516	1
08-16	520	1
08-16	522	1
08-16	526	2
08-16	530	1
08-16	531	1
08-16	532	1
08-16	535	95
08-16	536	1
08-16	537	2
08-16	538	21
08-16	539	1
08-16	540	58
08-16	541	1
08-16	542	1
08-16	543	14
08-16	544	26
08-16	546	52
08-16	547	5
08-16	548	6
08-16	549	1
08-16	550	6
08-16	552	9
08-16	554	20
08-16	559	10
08-16	560	1
08-16	562	54
08-16	563	20
08-16	565	46
08-16	566	1
08-16	568	1
08-16	569	2
08-16	570	1
08-16	580	1
08-16	581	10
08-16	585	3
08-16	586	10
08-16	587	38
08-16	589	3
08-16	590	26
08-16	592	1
08-16	597	20
08-16	598	1
08-16	599	1
08-16	600	48
08-16	602	1
08-16	610	1
08-16	615	10
08-16	616	10
08-16	618	4
08-16	619	5
08-16	620	11
08-16	622	1
08-16	625	2
08-16	628	22
08-16	630	1
08-16	631	6
08-16	632	36
08-16	633	2
08-16	634	2
08-16	637	8
08-16	638	2
08-16	640	1
08-16	641	10
08-16	643	13
08-16	644	12
08-16	645	2
08-16	646	2
08-16	648	21
08-16	649	50
08-16	650	2
08-16	653	1
08-16	659	2
08-16	660	48
08-16	661	23
08-16	662	34
08-16	663	12
08-16	670	16
08-16	674	3
08-16	675	3
08-16	680	1
08-16	690	1
08-16	700	1
08-16	703	1
08-16	708	1
08-16	710	2
08-16	711	1
08-16	714	10
08-16	715	1
08-16	717	1
08-16	719	1
08-16	720	68
08-16	721	10
08-16	722	1
08-16	728	1
08-16	730	1
08-16	731	1
08-16	740	1
08-16	744	1
08-16	745	1
08-16	750	21
08-16	751	20
08-16	752	10
08-16	753	30
08-16	760	1
08-16	761	10
08-16	763	10
08-16	767	20
08-16	770	6
08-16	771	1
08-16	774	10
08-16	776	10
08-16	778	1
08-16	779	1
08-16	780	49
08-16	782	20
08-16	786	10
08-16	790	1
08-16	793	20
08-16	794	30
08-16	795	10
08-16	797	50
08-16	798	1
08-16	800	9
08-16	807	79
08-16	808	1
08-16	809	118
08-16	810	1
08-16	817	2
08-16	820	1
08-16	821	81
08-16	822	40
08-16	827	40
08-16	830	1
08-16	832	16
08-16	839	1
08-16	840	48
08-16	850	2
08-16	851	23
08-16	852	1
08-16	856	31
08-16	857	24
08-16	858	11
08-16	859	2
08-16	860	4
08-16	868	20
08-16	870	1
08-16	873	1
08-16	875	2
08-16	879	36
08-16	880	16
08-16	881	27
08-16	890	1
08-16	896	1
08-16	899	1
08-16	900	48
08-16	910	1
08-16	912	1
08-16	913	20
08-16	914	5
08-16	915	8
08-16	917	1
08-16	920	1
08-16	924	1
08-16	925	1
08-16	930	1
08-16	940	2
08-16	945	1
08-16	946	1
08-16	950	1
08-16	955	2
08-16	956	1
08-16	959	1
08-16	960	48
08-16	964	1
08-16	966	2
08-16	970	1
08-16	980	21
08-16	988	10
08-16	989	23
08-16	990	1
08-16	991	30
08-16	992	20
08-16	996	1
08-16	1000	2
08-16	1001	3
08-16	1002	1
08-16	1008	1
08-16	1009	3
08-16	1010	1
08-16	1012	1
08-16	1013	36
08-16	1014	1
08-16	1019	4
08-16	1020	51
08-16	1021	1
08-16	1022	1
08-16	1023	23
08-16	1024	402
08-18	1	80
08-18	6	1
08-18	8	4
08-18	9	3
08-18	10	2
08-18	20	1
